,id,client_id,number_words,tone,language_pair,quality_score,price,client_id
3098,C05765013,81.0,139,informal,pt_en,-1,-1,203f6f43688c9abe2e66df55828826f1e04815fa1bf289771cb530500df02ca8
3099,C05765014,116.0,531,informal,pt_en,-1,-1,72d26122e4aef9be62176640b5f185009fa0b9fb94cb77c6c31d94281a178228
3100,C05765017,32.0,121,formal,es_ja,-1,-1,16cc06873018982ec4854b0d10ab39ac332b49f2cf30a160099c9f5bf373b72b
3101,C05765020,81.0,62,informal,pt_en,-1,-1,08790ec4a07f4ea4f0aca6da75882c7bb044c29fe642b08add9061bfd31d139b
3102,C05765021,81.0,94,informal,pt_en,-1,-1,43b3c146538308a97b29e10d7736d198790600185435d57ab927e010c1a3347e
3103,C05765023,81.0,72,informal,fr_de,-1,-1,743ebd748ef5df2b1245cf93d2ad75987ec399a8d6d6a453b21b071d5df15337
3104,C05765025,81.0,90,formal,nl_en,-1,-1,84f4491092e6e70f3e86f00bc00d9bf9dea165fca972bf7de20aa90c906e6dec
3105,C05765026,32.0,132,informal,nl_en,-1,-1,dcecd7919c995b8621d1e76ac4aa6a5aaa9b47ddac682095148e5838e483febd
3106,C05765027,93.0,165,informal,pt_en,-1,-1,203f6f43688c9abe2e66df55828826f1e04815fa1bf289771cb530500df02ca8
3107,C05765029,81.0,153,informal,pt_en,-1,-1,c4a6e239681ea5e946d00bc8507da5cb673f71904b3f310218e50b2ebc4b3dfc
3108,C05765032,81.0,60,informal,pt_en,-1,-1,aa020d2841a3e2bdb707b0d573fba638f318ca755d23fb3820667ba4fa1f32ed
3109,C05765033,143.0,364,formal,pt_en,-1,-1,2d67c3bed1f8c2073e3e011270175a4713b9df49855c788d4f9ca2b336d7ebc8
3110,C05765034,180.0,121,informal,es_ja,-1,-1,dcecd7919c995b8621d1e76ac4aa6a5aaa9b47ddac682095148e5838e483febd
3111,C05765035,180.0,251,formal,es_ja,-1,-1,48e6b11c6636388248ad5ae844addedac6c954f65c3d96c3f647ff7ea98a8ec5
3112,C05765036,143.0,496,informal,pt_en,-1,-1,025c229043c3328605b2ac13096f619a48991da87767699c2fb033d438e6396d
3113,C05765037,180.0,391,formal,pt_en,-1,-1,43b3c146538308a97b29e10d7736d198790600185435d57ab927e010c1a3347e
3114,C05765039,81.0,57,informal,fr_de,-1,-1,d4a64577022f25bd832bc512c5302c4a7ab8c0479c4d5c1b0b3fbfd0984bfda7
3115,C05765040,81.0,65,formal,es_ja,-1,-1,3a4ea7e3e3deeeb602ac21f123d5d30893f4d47b68270a6e2e00b36062a3f82e
3116,C05765041,81.0,127,informal,fr_de,-1,-1,89225a3eb6c39c319e0175a029402b7d07bfba033fdba2bb439ee40bbda226fa
3117,C05765044,81.0,62,formal,es_ja,-1,-1,aa020d2841a3e2bdb707b0d573fba638f318ca755d23fb3820667ba4fa1f32ed
3118,C05765045,81.0,72,informal,pt_en,-1,-1,1127081f34ad35318db79213b03f96029e69ccea7b0fa225f5ffe5f66539ead9
3119,C05765048,194.0,1158,informal,fr_de,-1,-1,eed0c17d53919ae0e46153ae82d5673d4ff4afe794a57e9250c02797a3a8e715
3120,C05765049,124.0,156,informal,fr_de,-1,-1,629c3a9b2c7afa7e8ab4c8f37c9f2acd0a08696a6d98a6c30b12920010a53a37
3121,C05765051,86.0,139,informal,es_ja,-1,-1,6f053273db5aca5095bea082c7125096e5414d07e417cf9f45d3880315bba9f9
3122,C05765052,32.0,179,formal,nl_en,-1,-1,567bfc7f6dabbbc1ac091875ac20c2462ced3960651bac9bdea71ad5f5338456
3123,C05765053,10.0,139,formal,es_ja,-1,-1,743ebd748ef5df2b1245cf93d2ad75987ec399a8d6d6a453b21b071d5df15337
3124,C05765054,32.0,1077,informal,pt_en,-1,-1,025c229043c3328605b2ac13096f619a48991da87767699c2fb033d438e6396d
3125,C05765057,32.0,130,formal,es_ja,-1,-1,52416c1c181c215812bceb196281bc1d36398c4b6a712649c5f74cde64673181
3126,C05765062,81.0,63,formal,pt_en,-1,-1,43b3c146538308a97b29e10d7736d198790600185435d57ab927e010c1a3347e
3127,C05765063,87.0,64,formal,es_ja,-1,-1,025c229043c3328605b2ac13096f619a48991da87767699c2fb033d438e6396d
3128,C05765064,143.0,255,formal,pt_en,-1,-1,91f195978f712ca4193fe92aa1174ea78c2136eb74e0cf33d32daeeeac659ced
3129,C05765065,28.0,451,formal,es_ja,-1,-1,89225a3eb6c39c319e0175a029402b7d07bfba033fdba2bb439ee40bbda226fa
3130,C05765066,87.0,113,formal,es_ja,-1,-1,23a2b90d03cc12039fa8e0f4a765c322b98fa0bda466f2bf76178ba235699adc
3131,C05765067,32.0,116,formal,fr_de,-1,-1,629c3a9b2c7afa7e8ab4c8f37c9f2acd0a08696a6d98a6c30b12920010a53a37
3132,C05765071,202.0,555,informal,pt_en,-1,-1,dcecd7919c995b8621d1e76ac4aa6a5aaa9b47ddac682095148e5838e483febd
3133,C05765072,165.0,467,informal,nl_en,-1,-1,91f195978f712ca4193fe92aa1174ea78c2136eb74e0cf33d32daeeeac659ced
3134,C05765073,87.0,90,informal,pt_en,-1,-1,417399241f4558806117eccd2b124e82fa03486236a24e70e032d252b97d60cd
3135,C05765074,116.0,88,formal,es_ja,-1,-1,19388f0b6133ef2085e26dfc50b046836f9aada571cbd8393ef2bffc02d08d6d
3136,C05765075,116.0,88,formal,nl_en,-1,-1,72d26122e4aef9be62176640b5f185009fa0b9fb94cb77c6c31d94281a178228
3137,C05765076,116.0,88,formal,pt_en,-1,-1,ee56abcc350b0be80344726a1c785bdb8595057332e34441af670c39b0b67b9f
3138,C05765082,169.0,206,formal,es_ja,-1,-1,8171ce8697ccbc42991a2eca38cbdee8f96fd794701aa1b33ed85b27f64af5e0
3139,C05765088,87.0,86,formal,es_ja,-1,-1,203f6f43688c9abe2e66df55828826f1e04815fa1bf289771cb530500df02ca8
3140,C05765091,194.0,200,formal,pt_en,-1,-1,567bfc7f6dabbbc1ac091875ac20c2462ced3960651bac9bdea71ad5f5338456
3141,C05765092,194.0,170,formal,nl_en,-1,-1,72d26122e4aef9be62176640b5f185009fa0b9fb94cb77c6c31d94281a178228
3142,C05765096,81.0,86,informal,es_ja,-1,-1,19388f0b6133ef2085e26dfc50b046836f9aada571cbd8393ef2bffc02d08d6d
3143,C05765099,194.0,1242,formal,fr_de,-1,-1,164be8839e9c3842dad6cd49aad581ef94729d4e873c0c3f8c544a65975fcaba
3144,C05765100,32.0,235,informal,pt_en,-1,-1,23a2b90d03cc12039fa8e0f4a765c322b98fa0bda466f2bf76178ba235699adc
3145,C05765102,81.0,621,formal,fr_de,-1,-1,3b93e4dee2a994d9a9e1f8af90081e7b6e1d41a6b1550e65cf013b6028c666ce
3146,C05765104,81.0,331,formal,es_ja,-1,-1,18ed578fb9a74e501b2cb547bd2ecd8d49c5a5e2aa6a192547de2a5608944a72
3147,C05765106,32.0,860,formal,nl_en,-1,-1,52416c1c181c215812bceb196281bc1d36398c4b6a712649c5f74cde64673181
3148,C05765110,32.0,110,informal,es_ja,-1,-1,df809fcbd44f05b842f1c80d98119a0b3d6f7cd51b611db69b6602fb5a7201de
3149,C05765111,32.0,215,informal,fr_de,-1,-1,08790ec4a07f4ea4f0aca6da75882c7bb044c29fe642b08add9061bfd31d139b
3150,C05765118,194.0,1080,informal,nl_en,-1,-1,ee56abcc350b0be80344726a1c785bdb8595057332e34441af670c39b0b67b9f
3151,C05765119,194.0,1193,informal,pt_en,-1,-1,587fb1667c89615c53088cce45b602cc03ef251bcaf9e09778a773e567667095
3152,C05765120,194.0,1198,formal,pt_en,-1,-1,629c3a9b2c7afa7e8ab4c8f37c9f2acd0a08696a6d98a6c30b12920010a53a37
3153,C05765145,170.0,4216,formal,es_ja,-1,-1,84506a2e169143888f4e1c7afe5bc52699ca5cf1b6cc2e5853f0c5d075a48911
3154,C05765149,80.0,804,informal,es_ja,-1,-1,164be8839e9c3842dad6cd49aad581ef94729d4e873c0c3f8c544a65975fcaba
3155,C05765150,32.0,124,formal,pt_en,-1,-1,84f4491092e6e70f3e86f00bc00d9bf9dea165fca972bf7de20aa90c906e6dec
3156,C05765151,150.0,84,informal,pt_en,-1,-1,025c229043c3328605b2ac13096f619a48991da87767699c2fb033d438e6396d
3157,C05765153,170.0,117,formal,pt_en,-1,-1,3a4ea7e3e3deeeb602ac21f123d5d30893f4d47b68270a6e2e00b36062a3f82e
3158,C05765156,170.0,1005,formal,fr_de,-1,-1,ff6bbad3f35db0be4a114a56b76622c1d489394c70902f8fe05036e9cbcca099
3159,C05765160,194.0,1162,informal,pt_en,-1,-1,7c5dcba85304247985b5d02fcfb271d33fe1392f9be2d44c87de48273aa4e215
3160,C05765161,194.0,498,formal,fr_de,-1,-1,567bfc7f6dabbbc1ac091875ac20c2462ced3960651bac9bdea71ad5f5338456
3161,C05765163,116.0,74,informal,es_ja,-1,-1,84f4491092e6e70f3e86f00bc00d9bf9dea165fca972bf7de20aa90c906e6dec
3162,C05765167,180.0,144,informal,pt_en,-1,-1,743ebd748ef5df2b1245cf93d2ad75987ec399a8d6d6a453b21b071d5df15337
3163,C05765168,116.0,69,informal,pt_en,-1,-1,417399241f4558806117eccd2b124e82fa03486236a24e70e032d252b97d60cd
3164,C05765169,194.0,1386,formal,nl_en,-1,-1,16cc06873018982ec4854b0d10ab39ac332b49f2cf30a160099c9f5bf373b72b
3165,C05765171,194.0,748,formal,fr_de,-1,-1,4d36ae956bfb22e42ad21486c07fdbce1c03e6f5eb84e99fc7bc76229c6f301e
3166,C05765208,194.0,70,informal,pt_en,-1,-1,eed0c17d53919ae0e46153ae82d5673d4ff4afe794a57e9250c02797a3a8e715
3167,C05765209,194.0,127,informal,pt_en,-1,-1,2d67c3bed1f8c2073e3e011270175a4713b9df49855c788d4f9ca2b336d7ebc8
3168,C05765211,87.0,1424,informal,pt_en,-1,-1,84506a2e169143888f4e1c7afe5bc52699ca5cf1b6cc2e5853f0c5d075a48911
3169,C05765212,194.0,1352,formal,pt_en,-1,-1,629c3a9b2c7afa7e8ab4c8f37c9f2acd0a08696a6d98a6c30b12920010a53a37
3170,C05765213,87.0,1529,informal,pt_en,-1,-1,48e6b11c6636388248ad5ae844addedac6c954f65c3d96c3f647ff7ea98a8ec5
3171,C05765218,81.0,142,informal,fr_de,-1,-1,b05786befa8635824d3ff774fe665f6a3d023d814605bd09e02f6ca673e83975
3172,C05765219,194.0,159,formal,nl_en,-1,-1,ce47137c2d64dd385a15b23687a9899bc78cf4bac0e2b660cc6453f46a5a82fe
3173,C05765220,32.0,277,formal,es_ja,-1,-1,743ebd748ef5df2b1245cf93d2ad75987ec399a8d6d6a453b21b071d5df15337
3174,C05765222,32.0,63,formal,fr_de,-1,-1,23a2b90d03cc12039fa8e0f4a765c322b98fa0bda466f2bf76178ba235699adc
3175,C05765224,81.0,1091,informal,pt_en,-1,-1,aa020d2841a3e2bdb707b0d573fba638f318ca755d23fb3820667ba4fa1f32ed
3176,C05765228,194.0,107,informal,nl_en,-1,-1,c4a6e239681ea5e946d00bc8507da5cb673f71904b3f310218e50b2ebc4b3dfc
3177,C05765230,32.0,224,informal,pt_en,-1,-1,91f195978f712ca4193fe92aa1174ea78c2136eb74e0cf33d32daeeeac659ced
3178,C05765231,32.0,392,formal,nl_en,-1,-1,4d36ae956bfb22e42ad21486c07fdbce1c03e6f5eb84e99fc7bc76229c6f301e
3179,C05765232,194.0,183,informal,nl_en,-1,-1,743ebd748ef5df2b1245cf93d2ad75987ec399a8d6d6a453b21b071d5df15337
3180,C05765237,81.0,59,formal,fr_de,-1,-1,567bfc7f6dabbbc1ac091875ac20c2462ced3960651bac9bdea71ad5f5338456
3181,C05765244,124.0,328,informal,fr_de,-1,-1,ee56abcc350b0be80344726a1c785bdb8595057332e34441af670c39b0b67b9f
3182,C05765250,32.0,1225,formal,pt_en,-1,-1,8171ce8697ccbc42991a2eca38cbdee8f96fd794701aa1b33ed85b27f64af5e0
3183,C05765255,170.0,728,informal,fr_de,-1,-1,567bfc7f6dabbbc1ac091875ac20c2462ced3960651bac9bdea71ad5f5338456
3184,C05765275,185.0,1405,formal,nl_en,-1,-1,16cc06873018982ec4854b0d10ab39ac332b49f2cf30a160099c9f5bf373b72b
3185,C05765277,143.0,243,informal,pt_en,-1,-1,52416c1c181c215812bceb196281bc1d36398c4b6a712649c5f74cde64673181
3186,C05765283,81.0,199,informal,es_ja,-1,-1,743ebd748ef5df2b1245cf93d2ad75987ec399a8d6d6a453b21b071d5df15337
3187,C05765287,87.0,226,formal,nl_en,-1,-1,84506a2e169143888f4e1c7afe5bc52699ca5cf1b6cc2e5853f0c5d075a48911
3188,C05765290,32.0,119,informal,fr_de,-1,-1,84f4491092e6e70f3e86f00bc00d9bf9dea165fca972bf7de20aa90c906e6dec
3189,C05765298,168.0,105,informal,fr_de,-1,-1,3b93e4dee2a994d9a9e1f8af90081e7b6e1d41a6b1550e65cf013b6028c666ce
3190,C05765302,170.0,157,formal,pt_en,-1,-1,b05786befa8635824d3ff774fe665f6a3d023d814605bd09e02f6ca673e83975
3191,C05765313,81.0,466,informal,nl_en,-1,-1,ce47137c2d64dd385a15b23687a9899bc78cf4bac0e2b660cc6453f46a5a82fe
3192,C05765321,81.0,1248,informal,nl_en,-1,-1,36b322832c268a1fa9e64b30dc6490c6591d4b38ae28d200eca34a6d35d83671
3193,C05765334,180.0,89,informal,fr_de,-1,-1,025c229043c3328605b2ac13096f619a48991da87767699c2fb033d438e6396d
3194,C05765335,143.0,431,informal,pt_en,-1,-1,91f195978f712ca4193fe92aa1174ea78c2136eb74e0cf33d32daeeeac659ced
3195,C05765338,148.0,383,informal,fr_de,-1,-1,c4a6e239681ea5e946d00bc8507da5cb673f71904b3f310218e50b2ebc4b3dfc
3196,C05765340,194.0,753,formal,pt_en,-1,-1,025c229043c3328605b2ac13096f619a48991da87767699c2fb033d438e6396d
3197,C05765343,196.0,120,informal,pt_en,-1,-1,4d36ae956bfb22e42ad21486c07fdbce1c03e6f5eb84e99fc7bc76229c6f301e
3198,C05765345,32.0,171,informal,nl_en,-1,-1,ee56abcc350b0be80344726a1c785bdb8595057332e34441af670c39b0b67b9f
3199,C05765347,37.0,180,informal,pt_en,-1,-1,dcecd7919c995b8621d1e76ac4aa6a5aaa9b47ddac682095148e5838e483febd
3200,C05765355,62.0,2454,formal,es_ja,-1,-1,3b93e4dee2a994d9a9e1f8af90081e7b6e1d41a6b1550e65cf013b6028c666ce
3201,C05765552,81.0,396,informal,fr_de,-1,-1,896eaafb9691dd3992336145e0b80bb71fdcded7fca60380d9337981505ff682
3202,C05765556,81.0,538,formal,pt_en,-1,-1,6f053273db5aca5095bea082c7125096e5414d07e417cf9f45d3880315bba9f9
3203,C05765559,170.0,81,formal,pt_en,-1,-1,9ff6a362b235664a23378df54308c5c82c6000c5536462213a35b2a8ecdfee1a
3204,C05765560,81.0,78,formal,fr_de,-1,-1,203f6f43688c9abe2e66df55828826f1e04815fa1bf289771cb530500df02ca8
3205,C05765578,32.0,160,informal,es_ja,-1,-1,df809fcbd44f05b842f1c80d98119a0b3d6f7cd51b611db69b6602fb5a7201de
3206,C05765589,32.0,2523,formal,pt_en,-1,-1,08790ec4a07f4ea4f0aca6da75882c7bb044c29fe642b08add9061bfd31d139b
3207,C05765599,81.0,278,formal,fr_de,-1,-1,c4a6e239681ea5e946d00bc8507da5cb673f71904b3f310218e50b2ebc4b3dfc
3208,C05765604,81.0,746,formal,pt_en,-1,-1,52416c1c181c215812bceb196281bc1d36398c4b6a712649c5f74cde64673181
3209,C05765608,81.0,209,informal,pt_en,-1,-1,164be8839e9c3842dad6cd49aad581ef94729d4e873c0c3f8c544a65975fcaba
3210,C05765609,32.0,182,informal,pt_en,-1,-1,19388f0b6133ef2085e26dfc50b046836f9aada571cbd8393ef2bffc02d08d6d
3211,C05765610,81.0,195,informal,pt_en,-1,-1,417399241f4558806117eccd2b124e82fa03486236a24e70e032d252b97d60cd
3212,C05765611,81.0,62,formal,pt_en,-1,-1,35b1a7722289e1b6d51c0c16f6925321bdd7ab58ceeea3a73f7621595ace23f8
3213,C05765613,87.0,151,formal,fr_de,-1,-1,025c229043c3328605b2ac13096f619a48991da87767699c2fb033d438e6396d
3214,C05765622,81.0,164,informal,pt_en,-1,-1,72d26122e4aef9be62176640b5f185009fa0b9fb94cb77c6c31d94281a178228
3215,C05765644,194.0,474,informal,fr_de,-1,-1,aa020d2841a3e2bdb707b0d573fba638f318ca755d23fb3820667ba4fa1f32ed
3216,C05765646,81.0,837,informal,es_ja,-1,-1,ee56abcc350b0be80344726a1c785bdb8595057332e34441af670c39b0b67b9f
3217,C05765648,81.0,62,formal,fr_de,-1,-1,417399241f4558806117eccd2b124e82fa03486236a24e70e032d252b97d60cd
3218,C05765650,170.0,525,formal,pt_en,-1,-1,1127081f34ad35318db79213b03f96029e69ccea7b0fa225f5ffe5f66539ead9
3219,C05765652,32.0,161,formal,es_ja,-1,-1,84506a2e169143888f4e1c7afe5bc52699ca5cf1b6cc2e5853f0c5d075a48911
3220,C05765653,81.0,59,formal,es_ja,-1,-1,ff6bbad3f35db0be4a114a56b76622c1d489394c70902f8fe05036e9cbcca099
3221,C05765654,32.0,237,informal,pt_en,-1,-1,629c3a9b2c7afa7e8ab4c8f37c9f2acd0a08696a6d98a6c30b12920010a53a37
3222,C05765657,116.0,337,informal,fr_de,-1,-1,89225a3eb6c39c319e0175a029402b7d07bfba033fdba2bb439ee40bbda226fa
3223,C05765659,116.0,168,informal,es_ja,-1,-1,587fb1667c89615c53088cce45b602cc03ef251bcaf9e09778a773e567667095
3224,C05765661,116.0,246,informal,es_ja,-1,-1,a59b8fa90a633fd2902283bfbe4dffa9c06e3420c03df571d825e9c800d0b03d
3225,C05765662,32.0,485,informal,es_ja,-1,-1,84506a2e169143888f4e1c7afe5bc52699ca5cf1b6cc2e5853f0c5d075a48911
3226,C05765663,207.0,370,formal,pt_en,-1,-1,a0cc582a1d5abfc275a510f69e556a9d4ce8429f7986cf3418df28f066665c11
3227,C05765670,81.0,246,informal,es_ja,-1,-1,4d36ae956bfb22e42ad21486c07fdbce1c03e6f5eb84e99fc7bc76229c6f301e
3228,C05765673,81.0,308,formal,pt_en,-1,-1,b05786befa8635824d3ff774fe665f6a3d023d814605bd09e02f6ca673e83975
3229,C05765674,116.0,124,informal,es_ja,-1,-1,a59b8fa90a633fd2902283bfbe4dffa9c06e3420c03df571d825e9c800d0b03d
3230,C05765675,81.0,371,formal,nl_en,-1,-1,df809fcbd44f05b842f1c80d98119a0b3d6f7cd51b611db69b6602fb5a7201de
3231,C05765676,116.0,160,informal,nl_en,-1,-1,ce47137c2d64dd385a15b23687a9899bc78cf4bac0e2b660cc6453f46a5a82fe
3232,C05765677,81.0,246,informal,nl_en,-1,-1,8171ce8697ccbc42991a2eca38cbdee8f96fd794701aa1b33ed85b27f64af5e0
3233,C05765679,131.0,243,formal,fr_de,-1,-1,1127081f34ad35318db79213b03f96029e69ccea7b0fa225f5ffe5f66539ead9
3234,C05765680,116.0,224,formal,pt_en,-1,-1,567bfc7f6dabbbc1ac091875ac20c2462ced3960651bac9bdea71ad5f5338456
3235,C05765682,81.0,59,informal,pt_en,-1,-1,48e6b11c6636388248ad5ae844addedac6c954f65c3d96c3f647ff7ea98a8ec5
3236,C05765684,81.0,71,informal,es_ja,-1,-1,b05786befa8635824d3ff774fe665f6a3d023d814605bd09e02f6ca673e83975
3237,C05765685,32.0,158,formal,pt_en,-1,-1,df809fcbd44f05b842f1c80d98119a0b3d6f7cd51b611db69b6602fb5a7201de
3238,C05765686,81.0,138,formal,es_ja,-1,-1,6f053273db5aca5095bea082c7125096e5414d07e417cf9f45d3880315bba9f9
3239,C05765687,32.0,81,informal,nl_en,-1,-1,ff6bbad3f35db0be4a114a56b76622c1d489394c70902f8fe05036e9cbcca099
3240,C05765688,32.0,745,formal,pt_en,-1,-1,b05786befa8635824d3ff774fe665f6a3d023d814605bd09e02f6ca673e83975
3241,C05765689,148.0,889,formal,pt_en,-1,-1,1127081f34ad35318db79213b03f96029e69ccea7b0fa225f5ffe5f66539ead9
3242,C05765691,141.0,324,formal,fr_de,-1,-1,3a4ea7e3e3deeeb602ac21f123d5d30893f4d47b68270a6e2e00b36062a3f82e
3243,C05765692,148.0,981,informal,es_ja,-1,-1,629c3a9b2c7afa7e8ab4c8f37c9f2acd0a08696a6d98a6c30b12920010a53a37
3244,C05765694,81.0,133,formal,pt_en,-1,-1,743ebd748ef5df2b1245cf93d2ad75987ec399a8d6d6a453b21b071d5df15337
3245,C05765695,81.0,67,formal,pt_en,-1,-1,2d67c3bed1f8c2073e3e011270175a4713b9df49855c788d4f9ca2b336d7ebc8
3246,C05765696,32.0,184,formal,es_ja,-1,-1,16cc06873018982ec4854b0d10ab39ac332b49f2cf30a160099c9f5bf373b72b
3247,C05765701,81.0,71,informal,pt_en,-1,-1,896eaafb9691dd3992336145e0b80bb71fdcded7fca60380d9337981505ff682
3248,C05765705,32.0,434,informal,pt_en,-1,-1,a59b8fa90a633fd2902283bfbe4dffa9c06e3420c03df571d825e9c800d0b03d
3249,C05765707,32.0,183,informal,nl_en,-1,-1,91f195978f712ca4193fe92aa1174ea78c2136eb74e0cf33d32daeeeac659ced
3250,C05765708,81.0,59,formal,nl_en,-1,-1,6f053273db5aca5095bea082c7125096e5414d07e417cf9f45d3880315bba9f9
3251,C05765712,194.0,1306,informal,es_ja,-1,-1,84f4491092e6e70f3e86f00bc00d9bf9dea165fca972bf7de20aa90c906e6dec
3252,C05765715,120.0,74,formal,es_ja,-1,-1,8171ce8697ccbc42991a2eca38cbdee8f96fd794701aa1b33ed85b27f64af5e0
3253,C05765717,32.0,66,informal,fr_de,-1,-1,84f4491092e6e70f3e86f00bc00d9bf9dea165fca972bf7de20aa90c906e6dec
3254,C05765718,194.0,938,formal,pt_en,-1,-1,587fb1667c89615c53088cce45b602cc03ef251bcaf9e09778a773e567667095
3255,C05765719,32.0,59,formal,fr_de,-1,-1,6012db2cb5c51650f773b8ace525ca3db14506ac99890b2f6c5542a6aec1340d
3256,C05765720,32.0,113,informal,pt_en,-1,-1,9ff6a362b235664a23378df54308c5c82c6000c5536462213a35b2a8ecdfee1a
3257,C05765721,32.0,128,formal,fr_de,-1,-1,aa020d2841a3e2bdb707b0d573fba638f318ca755d23fb3820667ba4fa1f32ed
3258,C05765723,81.0,61,informal,pt_en,-1,-1,a59b8fa90a633fd2902283bfbe4dffa9c06e3420c03df571d825e9c800d0b03d
3259,C05765725,81.0,119,formal,nl_en,-1,-1,d4a64577022f25bd832bc512c5302c4a7ab8c0479c4d5c1b0b3fbfd0984bfda7
3260,C05765727,81.0,61,informal,pt_en,-1,-1,a23cd6eeec0720abcfb286b6222e7b9db073b9f789a5a85523da96743016b575
3261,C05765730,116.0,257,formal,pt_en,-1,-1,203f6f43688c9abe2e66df55828826f1e04815fa1bf289771cb530500df02ca8
3262,C05765732,194.0,2780,formal,fr_de,-1,-1,19388f0b6133ef2085e26dfc50b046836f9aada571cbd8393ef2bffc02d08d6d
3263,C05765733,81.0,64,formal,es_ja,-1,-1,91f195978f712ca4193fe92aa1174ea78c2136eb74e0cf33d32daeeeac659ced
3264,C05765739,124.0,84,formal,fr_de,-1,-1,a23cd6eeec0720abcfb286b6222e7b9db073b9f789a5a85523da96743016b575
3265,C05765741,116.0,260,informal,nl_en,-1,-1,48e6b11c6636388248ad5ae844addedac6c954f65c3d96c3f647ff7ea98a8ec5
3266,C05765742,32.0,245,informal,es_ja,-1,-1,a0cc582a1d5abfc275a510f69e556a9d4ce8429f7986cf3418df28f066665c11
3267,C05765743,81.0,287,formal,fr_de,-1,-1,552e63435c303050a48f595d30286ef2e90d3c3b68c286021147e99358e3fe4e
3268,C05765744,81.0,198,informal,es_ja,-1,-1,84f4491092e6e70f3e86f00bc00d9bf9dea165fca972bf7de20aa90c906e6dec
3269,C05765746,81.0,59,informal,fr_de,-1,-1,743ebd748ef5df2b1245cf93d2ad75987ec399a8d6d6a453b21b071d5df15337
3270,C05765758,81.0,74,informal,pt_en,-1,-1,4d36ae956bfb22e42ad21486c07fdbce1c03e6f5eb84e99fc7bc76229c6f301e
3271,C05765760,81.0,73,formal,fr_de,-1,-1,ee56abcc350b0be80344726a1c785bdb8595057332e34441af670c39b0b67b9f
3272,C05765761,194.0,1709,informal,es_ja,-1,-1,552e63435c303050a48f595d30286ef2e90d3c3b68c286021147e99358e3fe4e
3273,C05765762,32.0,478,formal,fr_de,-1,-1,9ff6a362b235664a23378df54308c5c82c6000c5536462213a35b2a8ecdfee1a
3274,C05765763,81.0,124,formal,fr_de,-1,-1,4d36ae956bfb22e42ad21486c07fdbce1c03e6f5eb84e99fc7bc76229c6f301e
3275,C05765765,63.0,181,formal,pt_en,-1,-1,6f053273db5aca5095bea082c7125096e5414d07e417cf9f45d3880315bba9f9
3276,C05765766,81.0,385,informal,es_ja,-1,-1,7c5dcba85304247985b5d02fcfb271d33fe1392f9be2d44c87de48273aa4e215
3277,C05765769,116.0,106,formal,nl_en,-1,-1,19388f0b6133ef2085e26dfc50b046836f9aada571cbd8393ef2bffc02d08d6d
3278,C05765771,116.0,122,formal,es_ja,-1,-1,b05786befa8635824d3ff774fe665f6a3d023d814605bd09e02f6ca673e83975
3279,C05765772,194.0,659,formal,es_ja,-1,-1,a59b8fa90a633fd2902283bfbe4dffa9c06e3420c03df571d825e9c800d0b03d
3280,C05765774,63.0,83,informal,nl_en,-1,-1,19388f0b6133ef2085e26dfc50b046836f9aada571cbd8393ef2bffc02d08d6d
3281,C05765775,81.0,78,informal,pt_en,-1,-1,6d58ff43d1c0ba17125ebff6b42cf28250b96bed88980f79177b8ee802084553
3282,C05765778,170.0,120,formal,pt_en,-1,-1,ff6bbad3f35db0be4a114a56b76622c1d489394c70902f8fe05036e9cbcca099
3283,C05765780,81.0,81,formal,pt_en,-1,-1,43b3c146538308a97b29e10d7736d198790600185435d57ab927e010c1a3347e
3284,C05765782,170.0,167,informal,es_ja,-1,-1,1127081f34ad35318db79213b03f96029e69ccea7b0fa225f5ffe5f66539ead9
3285,C05765783,194.0,903,formal,pt_en,-1,-1,8171ce8697ccbc42991a2eca38cbdee8f96fd794701aa1b33ed85b27f64af5e0
3286,C05765785,32.0,229,informal,nl_en,-1,-1,23a2b90d03cc12039fa8e0f4a765c322b98fa0bda466f2bf76178ba235699adc
3287,C05765786,32.0,296,formal,pt_en,-1,-1,587fb1667c89615c53088cce45b602cc03ef251bcaf9e09778a773e567667095
3288,C05765787,143.0,195,informal,pt_en,-1,-1,6f053273db5aca5095bea082c7125096e5414d07e417cf9f45d3880315bba9f9
3289,C05765788,32.0,205,informal,fr_de,-1,-1,164be8839e9c3842dad6cd49aad581ef94729d4e873c0c3f8c544a65975fcaba
3290,C05765791,113.0,127,informal,pt_en,-1,-1,743ebd748ef5df2b1245cf93d2ad75987ec399a8d6d6a453b21b071d5df15337
3291,C05765792,81.0,375,formal,es_ja,-1,-1,dcecd7919c995b8621d1e76ac4aa6a5aaa9b47ddac682095148e5838e483febd
3292,C05765794,194.0,939,formal,nl_en,-1,-1,b05786befa8635824d3ff774fe665f6a3d023d814605bd09e02f6ca673e83975
3293,C05765795,194.0,1783,informal,es_ja,-1,-1,8171ce8697ccbc42991a2eca38cbdee8f96fd794701aa1b33ed85b27f64af5e0
3294,C05765796,87.0,95,informal,nl_en,-1,-1,48e6b11c6636388248ad5ae844addedac6c954f65c3d96c3f647ff7ea98a8ec5
3295,C05765797,81.0,77,informal,nl_en,-1,-1,552e63435c303050a48f595d30286ef2e90d3c3b68c286021147e99358e3fe4e
